"","larval5thinstar_proleg","larval5thinstar_proleg","larval5thinstar_proleg","larval5thinstar_proleg","larval5thinstar_forewing","larval5thinstar_forewing","larval5thinstar_forewing","larval5thinstar_forewing","embryo3hrs_embryo","Earlypupa(3-6hafterpupation)_forewing","Earlypupa(3-6hafterpupation)_forewing","Earlypupa(3-6hafterpupation)_forewing","Earlypupa(3-6hafterpupation)_forewing","Earlypupa(3-6hafterpupation)_antenna","Earlypupa(3-6hafterpupation)_antenna","Earlypupa(3-6hafterpupation)_antenna","Earlypupa(3-6hafterpupation)_T1-leg","Earlypupa(3-6hafterpupation)_T1-leg","embryo3hrs_embryo","Earlypupa(3-6hafterpupation)_T1-leg","Earlypupa(3-6hafterpupation)_T1-leg","Earlypupa(3-6hafterpupation)_eye","Earlypupa(3-6hafterpupation)_eye","Earlypupa(3-6hafterpupation)_eye","Earlypupa(3-6hafterpupation)_eye","larval5thinstar_T1-leg","larval5thinstar_T1-leg","larval5thinstar_T1-leg","larval5thinstar_T1-leg","embryo12hrs_embryo","embryo12hrs_embryo","larval5thinstar_horn","larval5thinstar_horn","larval5thinstar_horn","larval5thinstar_horn","embryo12hrs_embryo","embryo12hrs_embryo","embryo24hrs_embryo","embryo24hrs_embryo","embryo24hrs_embryo","embryo24hrs_embryo","embryo3hrs_embryo","embryo3hrs_embryo"
"CG43235",3.77328586262907,5.02344326716149,5.09508958566096,5.60870836686454,3.77328586262907,4.56761415821745,3.77328586262907,3.77328586262907,4.10605029504104,3.77328586262907,5.7074873159661,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.89587388702985,3.77328586262907,3.77328586262907,4.20433270250206,3.77328586262907,3.77328586262907,3.77328586262907,4.86669688706557,3.77328586262907,3.77328586262907,4.20085495088503,3.77328586262907,4.50773542204074,4.15191702375373,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,5.47084082371745,3.77328586262907,4.49888220262798,4.52119338115278,4.17058458798425,3.77328586262907,3.77328586262907,4.89561566554291,3.97090481702373,3.77328586262907
"CG43342",6.59554220348472,6.87651568328928,7.51901254041505,7.23554714405063,6.75334553900896,7.01583338839127,6.75906185506217,7.0185624049938,7.29763653357161,7.23374989446574,7.69050745287925,8.20380689013257,8.37171375389866,6.71880265553077,6.58759124331066,6.66522360579286,8.91402148952769,7.9776333726928,7.39009003174744,8.35575352476139,8.87347307938482,7.82620503753524,8.60464658227185,8.03694628130388,8.39268452334124,8.17611684361382,8.3165074797236,7.76087509607118,7.9986413779194,7.47954215798367,7.25787529328079,7.3675250331691,7.48024907782765,7.43103946793723,7.51957487366646,7.38510073559458,7.47772544008596,7.72434721502235,7.5237622063555,7.64502378171195,7.4783422393471,7.5165018390508,7.73016932841959
"CG43689",5.0639229286457,4.77672629493099,4.90824842868943,5.43447850181193,4.18636088793217,4.21212183747477,4.33373312903031,4.13575240304603,4.31656084108801,3.77328586262907,5.31293255662049,4.64337483281728,4.66957189456702,4.80535941268604,3.77328586262907,3.77328586262907,4.97305740161915,3.77328586262907,4.56559577722772,5.39870135412407,5.04935271318109,3.77328586262907,5.59084909383281,5.33234443041662,3.77328586262907,5.49329542619642,5.22103132128514,5.31563353642516,5.19110218309342,4.83636173112673,4.7735515705823,5.12882849282442,4.76539919577969,5.31876196344152,5.09073082387459,4.85224283244708,4.74582192454429,4.36479734601024,4.69774192248251,5.22059082741648,5.12382619183134,4.33112138867298,4.38173693287427
"CG44002",6.49914518864293,6.77978687364887,7.02733265029603,6.94384815072195,6.81017274642157,6.9908690977993,7.1273140771644,7.11015428129706,7.60303013646503,7.66947039210449,8.36463891658757,7.41218744788349,8.30117691128479,7.54475656901267,8.0392705123594,7.43756780837959,8.98596910955289,9.0170752964231,7.5621394020408,8.7392901274055,8.81726326485381,8.61223272106239,9.20245373406722,8.79440992833816,8.52548132345097,8.71553270986739,8.60620958990762,8.12210295027417,8.26155874425373,7.06268560687572,6.55506190098745,6.56212314726692,7.0407851262295,6.66360994123551,6.94643864571364,6.67615039154625,6.66158382789621,7.43777600374226,6.94506411559407,7.01871628292224,6.90286981584319,7.53579002114743,7.72943921744833
"CG4404",6.31520459107139,6.54334139382389,6.58280647593665,6.19558831745698,5.97798677892364,5.82320575181115,5.66431109461672,6.2015193175331,4.86355515113413,6.70565269021366,6.94463663506882,6.95251940726586,6.95487022063024,6.3042137926535,6.64374680805841,6.20286523074934,5.75306974695842,6.53449965685496,4.78295762369833,6.93684148212255,5.0542971737722,5.23116630418768,5.29063745888408,5.55184992379785,6.27987230602934,5.75706746712354,5.99870319888408,5.80888096457814,5.49760973517116,5.86924883582474,6.00139921392982,6.27109469335155,5.96481345954413,6.30363869494215,6.29308862808068,6.09992273565752,5.99641209768643,5.31889384413658,5.54736157242857,5.60365916820655,5.6026976287522,4.96707331078821,4.76578047391355
"CG4424",7.53460855574656,7.59059611470782,7.65527557030334,7.28901128053982,6.88808422299266,6.9120470864234,6.89939476266043,7.11257162589758,6.89370375197969,8.10437016763185,6.78925198420664,6.3559821750731,7.60943665625462,7.41156876017179,7.20041316403829,7.36968363194694,6.67748311399191,7.24451423915041,6.89921765907115,7.17633193275929,8.05798318560309,8.29246344479837,7.92152756784247,8.2812850702558,8.39898062368723,7.43643190762644,7.66046284199012,7.66107630202692,7.58365765250863,8.01048193154996,7.46512522239909,6.99923660857032,6.67746100249765,6.92384219653294,6.69964167912326,7.47322363182486,7.74230076561188,7.64392323444873,8.06866691831811,7.95236453182687,8.08224042837617,7.10539998105113,6.98032675018575
"CG4617",8.12303351188501,8.35284717711884,7.90963080869826,8.21511747944833,7.76662941549053,7.94411695081706,7.88500604585632,7.75277320396303,7.87950683348209,6.27491379062179,6.55335768564525,6.60674036942713,7.34315643740274,7.04780753530961,7.32054531530383,7.45700914495793,6.32234523700014,7.01436506293378,7.77669805991941,7.41776975871813,6.49648405476288,7.04741028521936,6.81344043271997,7.10426472570124,5.88789914264299,6.9355058018291,7.07572701160015,7.13000725574433,6.96495233248969,7.72470771965587,7.83197241728368,8.00819616542311,8.24775001077579,7.93982287459729,8.08705584764865,8.25559744251079,7.96151245359076,7.25458529753952,7.89626537978085,7.582753436011,7.68879988747862,7.70886272851888,7.70084373473986
"CG4936",8.41256648374997,8.3463664837153,8.65593637020338,8.45877813499916,8.2413277323617,8.18951388852145,8.22536738742829,8.25929877010393,9.91291520284432,8.74039794575414,9.02573830361882,8.88184163289599,8.60410869644792,8.62871816943177,8.79403447724334,7.62834564285756,9.25781211084083,9.0541222046786,10.0628541489936,9.0397112255062,9.40275508342415,9.16790895454575,9.43608582551524,8.89745806884391,9.73044776056169,9.28613378726515,9.30752183951859,8.93944271140004,8.8220296677514,9.50645112210392,9.08162548043115,8.50869318565829,8.51511807314915,8.46044976521249,8.51838090642168,8.96556134905788,9.10213174853133,8.94240065495029,8.89955248463362,9.03417438160185,8.91086062912278,9.98151080901829,9.76801652527687
"CG6175",8.57724845592633,8.75031282580974,8.86803388313873,9.00752442873605,8.29168555737253,8.39930388846373,8.30509060860254,8.47046194475617,6.93774662815599,9.72221238273108,9.76280849990401,9.46307759257773,9.5506856157902,8.99464576422298,8.87809915251131,8.56509361438163,10.153828606857,10.3796783179323,7.01418511524766,10.281565628307,10.2797644619668,9.74035135810561,10.0924368741174,9.7231592802049,9.61106601354252,9.45095139516286,9.460234942574,9.07961050653393,9.07774157637057,8.99819935161728,8.58716169477919,8.95308913171325,8.98645930001311,8.866144652284,8.9970075878093,8.62733772121426,8.7964258156001,8.30567706567544,8.63840827820001,8.7891073449308,8.50955302718266,7.07264289148946,6.75249709709379
"CG6686",10.177930355849,10.4109577065832,9.81306967920794,10.4036520470903,9.29000017488687,9.5293372590202,9.41761780559427,9.76451521476737,7.88119481283845,11.2702952191928,10.6403631641319,10.6958587123593,10.7286678050641,9.96419374949223,10.090290975085,10.3126805958057,11.3109395891613,11.281078414465,7.68634316568349,11.4501897565614,11.2535457809906,11.112638370594,11.6379428030909,11.2692408850888,11.8024253974644,11.237027080136,11.5257343862341,11.005479901279,10.9136875274865,10.1317999910474,9.52517613960905,10.8261044986366,10.8844437862001,10.8777825756469,10.8332879410821,9.72946405838676,9.80715193545999,8.88871228828538,9.12055801939178,9.39069831104567,9.27562359707143,7.9398297465271,8.14584749630334
"CG7101",9.81261780873395,10.144634592801,9.72898546710244,10.3166654651507,9.45557864724984,9.45636720716228,9.35184160036426,9.5177842085367,10.436199824639,10.266363640587,10.0222474583505,10.0150723642249,9.85823752425705,9.66039504598512,9.60477968981673,10.0054111868528,10.3465705901627,10.6387580408785,10.3780332362482,10.7137122363853,10.5918436157492,10.5848583466784,10.7389633567107,10.52589927706,10.169418188987,10.44650145612,10.5482992270532,10.0259075527213,10.3463675481083,10.6926336756732,10.1208561930345,9.39107104056595,9.39279295229763,9.25141240285529,9.33729096928579,10.1027297816738,10.2387045222584,10.1168695816488,9.84211850636635,9.99622679192351,10.0751800381372,10.5181110111121,10.8615570833251
"CG7963",8.82954899312935,9.04892768187045,9.0409214666865,9.35525885312545,8.3915195586151,8.29152647146352,8.31242248304926,8.46437904830081,10.440784683276,9.64225673980686,9.41531125154012,8.61057546485745,9.4047690548461,9.2983993361855,9.33385629328268,8.98399989240544,9.84439511240855,9.95955820187332,10.4244470390524,10.0731184541345,10.1188111731086,9.78671013321851,10.0846973688432,9.93593421455674,9.94430405485768,9.87261418982409,9.91924955301987,9.58882576541119,9.63563830588243,9.53249061113529,8.93870199956498,8.59744617330176,8.68347778421513,8.6115278081673,8.71758637610595,8.84470951659031,9.03901084422268,9.73873538272998,8.62826217454337,9.05180764325206,8.88879517267607,10.5699260371392,10.835763418984
"CG7987",7.3742947299835,7.04017357001925,6.8922647966799,6.80668170267299,7.21350923602354,7.27275108816466,7.03451854040731,7.04184925664056,7.13917063117431,3.77328586262907,5.52960030702749,6.25654965213455,4.66997603683927,6.60748416452131,6.29712391856811,6.84629585484656,4.63351456335234,5.2463519418565,6.85252836967905,5.19996286755425,5.05383812295011,6.48921237407825,5.72212603746348,5.73489023442734,5.77268382448816,5.85643441415774,6.20147593786036,6.15761265404701,6.09879832693798,6.39237095592973,7.19179812492764,7.03923460840843,6.77134736996428,6.8544984038099,6.8029496306705,7.03256631889557,6.9362418226055,6.53018099960118,7.00582301253636,6.75922647280047,7.15293137520169,7.01826711681681,7.03158173787994
"CG8093",5.85583412380572,5.44412419842228,5.68989477762834,5.36728734844099,7.23865187457675,7.38228680129188,7.48157032051037,7.26044843362546,6.42607460333889,3.77328586262907,5.04494373187684,4.64061141889311,5.959443599303,4.80151287108368,5.20069250875668,5.88481264351392,5.5951809532964,5.61845906194952,6.33484392204435,5.3937497348789,6.1300304374863,5.52654442002234,5.58551909576065,5.20262206832487,6.62411840186206,4.87917241066514,5.71074004503511,5.51463249121253,5.13782841571827,6.26446575468436,7.04223353898542,5.64279405354921,5.51586322555686,5.83346375078543,5.6534584106962,7.43289672496343,6.78026769632169,6.94089524642675,7.52089081009182,7.15742114989358,7.20649022826425,6.22169545429984,6.08006469306995
"CG8301",6.60002843464349,7.08162725954854,6.78657441692726,6.66550991217892,5.49176853074682,5.63795096081651,5.55231611933524,5.59878255513321,8.92476744207273,7.8902400461529,7.49286670186573,7.30124612982608,6.91527517696867,7.00114176653785,7.5393545674542,6.06017348889171,8.38555588131545,7.84839921385707,8.8518455349505,7.9008212016879,8.07140749880249,7.34419701265136,8.0871737559081,7.73372321807952,8.49315309430823,7.78559360621526,7.47392062452978,7.25362715685548,7.42013036259689,7.52907216984167,7.25377041572827,6.21175818576603,6.21011257045455,6.31698361054046,6.66327411961806,6.82638742344143,6.97944779486444,8.29796327897409,6.73619957884526,7.06671114312125,7.08637340284053,9.08283686200799,9.4836672855414
"CG8388",11.4744391783639,11.5724942077194,11.6346112571239,11.8006627585538,11.2400589201041,11.2951052973838,11.2149396783497,11.3230310431752,12.5289732355281,11.9643824024063,11.8188232886263,11.9939052212013,11.8556877626058,11.5623083839957,11.3760203891061,11.4390304040576,12.2689145059324,12.1732581512249,12.5334679157478,12.227246718738,12.0644400648434,12.1168287198446,12.243202970386,12.0043388896339,12.1494217187139,11.934931395193,12.0082892601188,11.6074973665228,11.6328586988719,11.6856655386424,11.4952084951756,11.4035751905694,11.3227828471684,11.3135902879877,11.4055539838138,11.3553310235606,11.444324223198,11.8004303534283,11.2406985010712,11.295736716922,11.3822289283988,12.6186855210998,12.8890637740062
"CG9609",8.27875493465824,8.22136704578653,8.39456769447282,8.49150277879225,8.61139774753521,8.5106658115456,8.65460715055278,8.69266721301231,9.59084572587051,8.83305884163637,7.18133572099361,8.14901113275182,8.52173817015009,8.64282453643178,9.63000647227023,8.18080203293178,8.0893589303122,7.40617660221443,9.99520134357051,7.38451475581971,7.4171999491063,8.47173249932095,7.50150449628848,8.31935952832341,8.49796132979743,7.16798894271181,7.16978676994522,7.39764979041296,7.39122168253123,9.07398116761384,9.54157119185341,7.8515537747755,8.32542026081795,8.60961852521644,8.21527824275094,9.67711810723935,9.37808085284751,9.1637037668331,9.62593246839076,9.67026952362437,9.47457158768225,9.65651986413227,9.2623013178652
"CG9650",5.83622152986853,5.61662107468483,5.36189699787062,5.37347300391152,4.57466196421696,4.71990538864682,4.58131400072535,4.31660274528537,4.03947303948812,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,6.30166053826759,4.66764673791949,4.87384062715044,5.30519561394663,5.32637926143677,4.18282333165131,3.77328586262907,5.48009240237725,6.07910627205565,3.77328586262907,4.68186087884051,6.51917413591028,4.77256093559349,4.75733648594545,5.92199960699804,5.87272148732895,5.35164573509743,5.33679182384253,5.56247496376482,5.52923705721891,6.05340096377254,5.56550682376053,6.00487402090563,4.95677287970863,7.57423117146692,8.51080878471883,8.17224038729925,8.34293677312801,5.40561266104657,3.77328586262907
"CG9705",7.24416565698058,6.59087365507481,7.43275268360255,6.6431231255254,8.03516445523099,8.15054546860268,8.09797140953915,8.1503558108796,6.48661128270641,5.82918241359785,5.06896210021252,6.65361058157359,5.69106511241444,6.83051532043274,6.4811531935641,6.31620158980036,4.64363776704834,4.67011541786629,6.5685338314281,4.63604071731301,5.27762206295909,5.85595158381529,4.57903771172874,5.09813826812462,5.72814964996296,6.84118079473852,6.52301583115175,6.34147527179087,6.41324488540562,6.27356800608039,6.61249649398353,7.87099517645253,7.62137206481519,7.5096116674211,7.60388342800196,6.80079499040479,6.43184012783526,6.25305591223588,6.45616524345646,6.37472944587386,6.32773117635116,6.33053568619659,5.86799145926375
"CG9727",6.94738185812771,6.37847763763089,6.76284813625842,6.37869827695661,6.63503597477575,6.75871335602587,6.61502614805698,6.53124012657343,6.62538275595189,5.82707162990265,5.04444855695187,4.98213918584534,5.27601666165933,5.87230467252053,6.380582530918,6.09442579324289,5.59472055286115,4.98493415184978,6.7010970252352,4.61448504351468,4.82218161034879,5.76316902382242,4.86313737858753,5.20206028916887,4.57195771524688,5.01897238785643,5.74305359533056,5.3820300241247,5.69872662883157,5.94739714043281,6.31651930060132,6.3475496414146,6.48497632394791,6.68981462005706,6.60844747833013,6.05538087814427,6.27240578625698,6.14752955938605,6.53489394709902,6.36726063114938,6.28134845641965,6.70599700828521,6.58820589455202
"CG9876",8.27855170797968,8.61626585721473,8.43464946817218,8.92331732230226,7.11877621463164,7.19772063074244,7.31943083445834,7.38871330553578,7.76683807053829,8.78103563347377,8.47957253769174,8.66493087895427,8.48440421591594,9.56416214995768,9.75891729541396,9.00594606634074,8.80075881575884,8.96693672345073,7.66628958996542,9.2032779548901,9.42847189119335,8.46581537094849,8.67822088478253,8.66958302166965,9.04089604013443,8.75166880526323,8.82043226678415,8.57080084228109,8.41500301048323,7.32904339870899,7.14911289549251,8.04850680901314,8.15883815188109,8.09365325830632,8.21183498210382,7.12987009326141,7.21995252878071,8.17120122257492,7.5183945013584,7.97759664826515,7.74441771608382,7.67601623850095,8.11349264394802
"CHES-1-like",4.53469467337533,4.31637767820543,4.62219539116578,4.2460255966211,5.43494363079895,5.18786550464033,5.33434819925283,4.92492519949632,5.20797086927391,3.77328586262907,3.77328586262907,4.66076767012235,3.77328586262907,4.66386640152849,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.86727238392415,3.77328586262907,3.77328586262907,5.5289717826277,3.77328586262907,3.77328586262907,5.17526774397408,3.77328586262907,4.20156207327057,4.31147414819436,3.77328586262907,4.63853538481209,4.74599835487859,4.07047198618267,4.22215491271569,4.41412216156412,4.52498306659992,5.21643370350122,4.81392388784071,4.66528026753631,4.70230839693571,4.65055166227386,4.68688991966973,4.97168967921635,5.25688726091619
"ci",9.5289097975341,9.35630835659498,9.34060040404373,9.05543381480583,9.35073577624066,9.38655997382381,9.31873826044655,9.36366181812642,4.43464537723252,6.95368847660896,6.24345970469744,7.306288842823,7.00644748193853,8.63178509438657,8.29490669210368,8.64981868357071,6.78228857705931,7.35819966051175,5.18189104921754,7.56052972401124,7.26987328564561,8.51226879930748,8.44955470370518,8.15624458466663,7.83385712848669,8.21786594337643,8.34195350472798,8.48066997476889,8.60380228340377,11.1486521513239,10.8115036545765,10.3918383254988,10.2359813131279,10.3572349496889,10.4105878008546,11.2389618772508,10.8435940253778,11.2285906194813,10.9181402783851,10.8643031776054,10.8194133480785,6.89596200716775,4.31678717302893
"cic",7.27532322888392,7.08948839353607,6.86121966482827,6.77926725787487,7.64408822506073,7.86082993402311,7.72812339270578,7.37761598135043,7.10985379253137,6.59883380965246,6.26995447657064,7.34460125636524,5.65816335324169,6.2308838408702,7.11362327122109,6.60461977006013,6.63658948229744,5.9302316555684,7.25536181265601,3.77328586262907,6.06920640727283,5.78605058153638,4.87633594614932,6.60908212462571,5.33373887789843,5.64208317501072,6.24585809516677,5.90237098952668,5.89833084138139,7.66831680652185,8.16476204704234,7.79371347384842,7.24015617428551,7.62200509777319,7.88607955432118,8.58120418830943,8.08192661610543,7.94052099212019,8.43042111456715,8.16647763033783,8.1757456721915,7.25115494585869,7.40682164618314
"Clamp",7.83069164908162,7.71487561410979,7.7554341169894,7.31187474143347,7.95287964795507,7.93415275188574,8.03524847024665,7.76278272497458,8.36712611377369,6.5964439297716,6.34549799321249,6.99000014575559,6.57307154371061,7.89331960788285,7.41376874425971,7.77600089687428,3.77328586262907,6.24494956400414,8.45385373963173,5.80048247121707,4.56167817942338,6.34828744329258,6.61321916655077,5.63244706361804,5.62343861547741,5.48054618502855,6.18144150276233,6.5015611035617,6.1408152189964,7.43242302387138,8.18945634399734,7.59837193573877,7.45148233691847,7.27776965740691,7.60053172969029,8.13292651790966,7.64851164973129,7.79987050070044,8.08058406531391,7.82288811247893,8.06198007012257,8.38247504122385,8.45733531239123
"Clk",7.89868974481132,8.16998547759078,7.65168029428459,7.48392359199498,6.08778224361726,5.95639780423229,5.80904600596967,5.83414147246603,6.53748802728879,7.55627777809278,6.44080954735885,6.44553877737018,6.61033912478455,7.3755877106689,7.41964816761377,7.58624138676873,6.7266009806312,5.93898911288589,6.57242987803672,6.95584289398773,6.57352238351669,5.98795508906579,4.8775293885122,5.07762737135923,5.64752820834199,5.41158602406234,5.34118630495713,6.09258513105675,6.1730962683763,6.64781184394887,7.15333193436492,7.81826067594887,7.51680471997435,7.66804343320885,7.61847709138713,7.00119646390929,6.78090611212211,6.08243743738606,6.38595481839155,6.24262116617717,6.50446903130508,6.22649422201398,6.33472443241841
"CoRest",6.00782841229223,5.99081705353196,5.64671095708522,4.83490886977054,7.09743570643638,7.17375110283092,6.99995866823052,6.43160891950204,8.17264715997831,3.77328586262907,4.74365456263873,6.39777891329222,5.14772577919445,5.58033972909497,4.84956170455049,5.10080396044904,4.86378906495086,3.77328586262907,8.24147933463035,3.77328586262907,3.77328586262907,4.57000706995438,4.76759741957271,4.75665457795269,4.79359670631426,4.66848321351689,4.42478625998377,4.82703020525429,4.95107298386051,6.76412739812204,7.46763332855226,6.32610857190781,6.21241822276952,6.17880264704738,5.98149963796562,7.57819928042246,7.004354125502,7.54878826120428,7.70908030120444,7.59237252420899,7.43183815227041,8.0851363480778,8.05280975189286
"crc",13.5993759929299,13.8971887328996,13.2365264969644,13.9519878761504,13.3763660752367,13.4412791407397,13.4283503704188,13.5512390261332,10.3672637958353,16.4030990760853,16.3348784511477,16.3270080271393,16.173009325684,14.7756471797385,14.8951381069165,15.1665035653164,15.3332504315616,15.5716302930794,10.1485071683499,15.4618575313263,15.3673129768767,14.8880385342644,15.1079417580604,15.1049787017399,15.0996884727017,13.8968399192428,13.951894473838,13.948708429453,14.0505167262979,12.5478336961549,11.8977613196507,13.773028382904,13.8087278835144,13.6401167411459,13.6258934543907,12.2067241194611,12.2537144160286,11.1465745286479,12.2470360428809,12.5669467405752,12.4716484544007,10.6157383699131,10.7572760446777
"CrebA",7.00194373532674,6.74093110661902,6.92158068402903,6.26577760679878,7.44444333361738,7.79773942185242,7.44092300046163,7.26157262784045,5.65483309412554,4.75579143463867,6.1442752934909,5.78298289297565,3.77328586262907,5.91501978819188,6.29083159360636,6.32412823252133,3.77328586262907,3.77328586262907,5.72396684431348,5.20328632502495,4.53073416349744,5.04989039426802,3.77328586262907,4.43836885368279,3.77328586262907,5.08523624167125,4.78547207215943,4.74542770710426,4.69405127019158,6.30040804214012,6.3386695068603,6.74985690322344,6.59270913825984,6.75480019273488,6.83240858992652,6.78843730220451,6.24860129559256,5.76152212320834,5.4603597329463,5.31206973262795,5.71863274985475,5.29930048605073,5.71015148946587
"CrebB",9.0394560182243,9.08398971278763,9.06035683646856,9.12001053527973,8.78372073118041,8.69674736230706,8.74780495222282,8.66947125550721,9.58588480137696,8.60575886834047,7.54024109281159,8.72119923887248,8.28610117204006,9.03955308891016,8.6748926332178,8.67353461400891,7.1483524162205,6.16468231701753,9.73814307107626,7.29987459462961,7.15059372605778,7.68194769853465,6.9775917915919,6.63784605514374,6.65930391524812,6.98180987769009,7.34158606705989,7.57008489221265,7.41215835355379,8.35259176169461,8.82477452877144,8.74115071131579,8.54137461342143,8.62105493956007,8.84868455508371,8.14342022040605,8.60163640093187,8.73898912446443,7.89505046119451,8.08814350487278,7.99642693394919,9.48004127993323,9.45267046893505
"Crk",7.25683324550105,7.11361893222888,6.95209461481785,7.21840806950975,6.65633422726121,6.61506979487905,6.8737051772511,6.78055158079704,7.56129939618759,6.67479103017882,6.48579682714339,6.24628750881728,7.10034737292126,6.9711501835635,5.81301674729126,6.84187057669066,7.34332663259933,5.89126010989214,7.48583327272776,6.65139179043767,6.02999178945052,5.86747641326676,6.4991200678462,6.63933942516689,6.64494861218893,5.44938707077825,6.74270812019592,6.82205698808937,6.33149705106338,6.64885517195598,6.56780576122169,6.88431041204441,7.0331268398158,6.6902008431732,6.60762701871867,6.46411168970254,6.61677353414728,7.21991031681778,6.81647209844321,6.57846949224695,6.87862853189167,7.55935699902436,7.61414116107835
"croc",3.77328586262907,3.77328586262907,3.98050739445863,4.03067051757776,4.23808366674876,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.40611163014976,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.15278361293164,3.77328586262907,3.77328586262907,5.74928702495052,6.18858352695658,4.58438703634092,3.77328586262907,4.12560895124122,4.43498175301301,6.56750144685378,6.0237208730968,6.45153899062039,7.13593409877223,7.02367217572559,6.85155764944635,4.79907182027682,3.77328586262907
"crok",7.21751560453586,7.3088417131852,7.29959964935774,7.38776916732398,7.66368145179383,7.56057993719384,7.59135532360882,7.7537938285263,5.9060176584342,7.54133068996108,7.44976832927721,7.4417921112705,6.53494502739096,7.00241891086804,7.93475891695508,7.69579358968656,7.01449337229565,6.2768280249727,5.99041680248539,6.61931774605404,7.11875217245536,6.15167458344835,6.93986389280486,6.94320163529505,5.65007002856009,7.47395169744615,7.54866134675466,6.72565366119325,6.89415011811584,9.61794622150461,9.52206844472073,7.01230683534879,7.16511598423854,6.99500116698965,7.06532852410316,9.45934620837742,10.0682977203629,8.49076529401378,9.69467197830614,9.10317910540039,9.58452339124618,6.82939979404313,5.51000353279767
"crol",8.2308161382849,8.02766393975157,7.91920303271818,7.72541447616608,8.16806485799935,8.28633275865944,8.03894992241815,7.86825581374065,7.21852750791181,6.57165828158742,6.6767469613566,7.2225702204833,6.456935643678,8.0226071551974,6.11383081569007,8.26775801474503,3.77328586262907,3.77328586262907,7.29632730813764,5.60517998065806,4.69775122927777,3.77328586262907,6.08006980446503,6.18371619220583,4.75805705072808,6.38249775079411,6.15430657800846,6.28517148895686,5.72682887503165,7.57155777427552,8.07864585895014,8.28163668551418,7.90736564970867,8.07905631460434,8.14087490035252,8.29615928255758,7.89137554252004,7.7338250650711,8.5092171557798,8.18656755754222,8.19717915035571,7.05966922726078,7.12827404725111
"crp",5.55246558870155,5.5764091266835,5.8125859210759,5.43359163932096,7.13692092455964,7.2451490463525,7.15245737975786,6.87218566168233,7.37722261475952,3.77328586262907,3.77328586262907,4.6461114470713,3.77328586262907,4.79984720396903,3.77328586262907,4.88517413646039,3.77328586262907,3.77328586262907,7.56675345048993,4.61916697260692,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,5.64284955947696,4.715860433881,5.06035519683706,5.36131291213619,4.42819501264667,6.63849092526234,7.15707137786173,5.72738482144787,5.80277729618122,5.77120868763527,5.77254526062014,7.18680239200825,6.6891561504346,7.27570929961686,7.31529119769038,7.22037204477331,6.91409726561473,7.43877152637849,7.31568227768048
"ct",9.14374119410069,9.26263159777064,9.29512658150682,9.14333291516579,7.12815094095438,7.07532805111198,7.0133247518813,7.21690528071637,6.43247711937908,6.26860663038627,6.22927373650173,6.46551949790369,7.32042845217084,8.87477223708687,7.77271286302747,8.75448858972936,7.26535102427789,7.53106145455417,6.70452826419894,7.76295805665646,7.96566407440305,6.47920640271332,6.86284197168481,6.71359965892315,5.39071995717679,8.90337536971285,8.68173964766091,9.21628426311932,9.08265622870588,6.96783204553659,6.48255932726755,10.3346137016353,10.2405320279195,10.1879609681686,10.2268865673682,7.45128762198501,5.99489880535795,7.94502219346018,8.85715972055937,8.76387655204949,8.87307893866745,6.79693420137571,6.30621578740551
"CTCF",6.07689695828269,5.49211635099052,5.86359246556474,5.80988316637196,6.10845822937598,6.26776685259336,5.94070874678349,5.54642764161214,9.29796103564929,3.77328586262907,3.77328586262907,4.64202470791565,3.77328586262907,5.55179891642366,5.78733555266982,5.2322235362713,4.63161215685657,3.77328586262907,9.25129442138787,4.94923591817935,5.04768350506072,3.77328586262907,3.77328586262907,3.77328586262907,4.57442251321851,5.25299156426326,3.77328586262907,5.01820046199173,4.94022824495928,7.1612272651232,7.45596242793787,6.01039052867411,5.93012724031804,6.03315246818618,6.01439657927528,6.57016921649563,6.86008876727948,8.15598536650067,6.31546295276957,6.53354439680158,6.71532460617798,9.26777939556906,9.52936901237572
"cyc",5.14134551091707,5.25372979624897,4.22707663018681,4.46063351073529,5.60491453993689,5.43869658995784,5.63972979625809,5.2292509261466,5.46941837487593,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,5.02094701547946,3.77328586262907,5.4116934732564,3.77328586262907,3.77328586262907,5.42408746408045,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,5.06320699801139,3.77328586262907,3.77328586262907,3.77328586262907,4.59077118532467,3.77328586262907,4.72399465018822,5.36732254735779,5.29796796737758,5.47655684158829,5.36926745156668,5.3103395451272,5.28065804339889,4.76849531464341,5.28254523250984,5.44568232070438,5.01139812357034,5.28973156017475,5.62964117817231,5.49073664071077
